LP,Prioridade,Pergunta (PT),Pergunta (EN),Tem Case?,Case ID,Case Title,Score,Reasoning
invent_simplify,NORMAL,"Como você decidiu entre construir uma solução própria vs. adaptar algo existente?","How did you decide between building your own solution vs. adapting something existing?",sim,unimed-ai-authorization,"IA de autorizacao medica inventada com foco em beneficiario destravou 82% de automacao",50,"Case do LP correto (invent_simplify); 1 keyword presente"
invent_simplify,NORMAL,"Me dê um exemplo de quando você usou tecnologia/ferramenta de forma não-convencional para resolver um problema","Give me an example of when you used technology/tool in an unconventional way to solve a problem",sim,unimed-ai-authorization,"IA de autorizacao medica inventada com foco em beneficiario destravou 82% de automacao",50,"Case do LP correto (invent_simplify); 1 keyword presente"
invent_simplify,NORMAL,"Conte sobre um processo de payment operations que você automatizou ou otimizou","Tell me about a payment operations process you automated or optimized",sim,unimed-open-innovation,"Inventei plataforma aberta com LP SaaS que reduziu ciclo de inovacao em 68%",60,"Case do LP correto (invent_simplify); Foco em redução de custos/otimização"
are_right_a_lot,ALTA,"Conte sobre uma situação onde você tomou uma decisão difícil com input de diferentes stakeholders","Tell me about a situation where you made a difficult decision with input from different stakeholders",sim,sicredi-mobile-first-strategy,"Decisão Difícil com Múltiplos Stakeholders: Equilibrei Inputs Conflitantes e Redesenhei Roadmap Mobile com Aprovação Unânime",90,"Case do LP correto (are_right_a_lot); 2 keywords presentes; Contexto de impacto amplo/responsabilidade social alinhado; Conceito alinhado (+5)"
are_right_a_lot,NORMAL,"Me fale sobre quando você mudou de opinião baseado em novos dados","Tell me about when you changed your mind based on new data",sim,sicredi-api-pricing-model,"Provei com ciencia de dados que a nova precificacao API nao se pagava e redesenhei o modelo em 30 dias",80,"Case do LP correto (are_right_a_lot); 1 keyword presente; Contexto de análise de dados alinhado; Conceito alinhado (+5)"
are_right_a_lot,NORMAL,"Como você toma decisões com informação incompleta?","How do you make decisions with incomplete information?",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Decisão Difícil com Múltiplos Stakeholders: Equilibrei Inputs Conflitantes e Redesenhei Roadmap Mobile com Aprovação Unânime"" (score 40/100). Case do LP correto (are_right_a_lot)"
are_right_a_lot,NORMAL,"Descreva uma situação onde seu julgamento foi crucial","Describe a situation where your judgment was crucial",sim,sicredi-api-pricing-model,"Provei com ciencia de dados que a nova precificacao API nao se pagava e redesenhei o modelo em 30 dias",50,"Case do LP correto (are_right_a_lot); 1 keyword presente"
are_right_a_lot,NORMAL,"Me dê um exemplo de quando você desafiou uma decisão que achava errada","Give me an example of when you challenged a decision you thought was wrong",sim,sicredi-mobile-first-strategy,"Decisão Difícil com Múltiplos Stakeholders: Equilibrei Inputs Conflitantes e Redesenhei Roadmap Mobile com Aprovação Unânime",50,"Case do LP correto (are_right_a_lot); 1 keyword presente"
are_right_a_lot,NORMAL,"Conte sobre uma vez que você teve uma opinião impopular mas correta","Tell me about a time you had an unpopular but correct opinion",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Decisão Difícil com Múltiplos Stakeholders: Equilibrei Inputs Conflitantes e Redesenhei Roadmap Mobile com Aprovação Unânime"" (score 40/100). Case do LP correto (are_right_a_lot)"
are_right_a_lot,NORMAL,"Me fale sobre quando você estava errado - como você lidou com isso?","Tell me about when you were wrong - how did you handle it?",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Decisão Difícil com Múltiplos Stakeholders: Equilibrei Inputs Conflitantes e Redesenhei Roadmap Mobile com Aprovação Unânime"" (score 40/100). Case do LP correto (are_right_a_lot)"
are_right_a_lot,NORMAL,"Descreva uma vez que você buscou perspectivas diversas para desafiar suas próprias crenças","Describe a time you sought diverse perspectives to challenge your own beliefs",sim,sicredi-api-pricing-model,"Provei com ciencia de dados que a nova precificacao API nao se pagava e redesenhei o modelo em 30 dias",50,"Case do LP correto (are_right_a_lot); 1 keyword presente"
are_right_a_lot,NORMAL,"Como você garante que está fazendo as perguntas certas antes de tomar decisões?","How do you ensure you're asking the right questions before making decisions?",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Decisão Difícil com Múltiplos Stakeholders: Equilibrei Inputs Conflitantes e Redesenhei Roadmap Mobile com Aprovação Unânime"" (score 40/100). Case do LP correto (are_right_a_lot)"
are_right_a_lot,NORMAL,"Conte sobre quando você teve que tomar uma decisão rápida sob pressão - você estava certo?","Tell me about when you had to make a quick decision under pressure - were you right?",sim,sicredi-mobile-first-strategy,"Decisão Difícil com Múltiplos Stakeholders: Equilibrei Inputs Conflitantes e Redesenhei Roadmap Mobile com Aprovação Unânime",50,"Case do LP correto (are_right_a_lot); 1 keyword presente"
are_right_a_lot,NORMAL,"Me dê exemplo de quando você usou dados de pagamento para impactar decisões comerciais","Give me an example of when you used payment data to impact business decisions",sim,sicredi-api-pricing-model,"Provei com ciencia de dados que a nova precificacao API nao se pagava e redesenhei o modelo em 30 dias",90,"Case do LP correto (are_right_a_lot); 2 keywords presentes; Contexto de análise de dados alinhado; Conceito alinhado (+5)"
learn_and_be_curious,ALTA,"Como você se mantém atualizado na sua área de expertise e como explora novas áreas de conhecimento?","How do you stay updated in your area of expertise and how do you explore new areas of knowledge?",sim,stay-updated-payments-fintech,"Como Me Mantive Constantemente Atualizado em Payments/Fintech e Explorei Novas Áreas Criando Sistema Estruturado de Aprendizado com PoCs",55,"Case do LP correto (learn_and_be_curious); Conceito alinhado (+5); Título muito alinhado com pergunta"
learn_and_be_curious,NORMAL,"Me fale sobre a última coisa nova que você aprendeu","Tell me about the last new thing you learned",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Aplicação de Conceitos de Harvard para Lançar Novos Produtos Digitais em Saúde"" (score 40/100). Case do LP correto (learn_and_be_curious)"
learn_and_be_curious,NORMAL,"Conte sobre uma vez que você saiu da sua zona de conforto","Tell me about a time you stepped out of your comfort zone",sim,unimed-harvard-healthcare-innovation,"Aplicação de Conceitos de Harvard para Lançar Novos Produtos Digitais em Saúde",50,"Case do LP correto (learn_and_be_curious); 1 keyword presente"
learn_and_be_curious,NORMAL,"Descreva uma situação onde você teve que aprender algo rapidamente","Describe a situation where you had to learn something quickly",sim,stay-updated-payments-fintech,"Como Me Mantive Constantemente Atualizado em Payments/Fintech e Explorei Novas Áreas Criando Sistema Estruturado de Aprendizado com PoCs",45,"Case do LP correto (learn_and_be_curious); Conceito alinhado (+5)"
learn_and_be_curious,NORMAL,"Me dê um exemplo de quando sua curiosidade levou a uma melhoria","Give me an example of when your curiosity led to an improvement",sim,olibano-blockchain-exploration,"Prototipagem de Solução de Pagamentos com Blockchain Após Especialização",50,"Case do LP correto (learn_and_be_curious); 1 keyword presente"
learn_and_be_curious,NORMAL,"Conte sobre uma missão ou objetivo que você não achava que era alcançável - como você abordou?","Tell me about a mission or goal you didn't think was achievable - how did you approach it?",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Aplicação de Conceitos de Harvard para Lançar Novos Produtos Digitais em Saúde"" (score 40/100). Case do LP correto (learn_and_be_curious)"
learn_and_be_curious,NORMAL,"Me fale sobre algo que você aprendeu que te tornou melhor no seu trabalho","Tell me about something you learned that made you better at your job",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Aplicação de Conceitos de Harvard para Lançar Novos Produtos Digitais em Saúde"" (score 40/100). Case do LP correto (learn_and_be_curious)"
learn_and_be_curious,NORMAL,"Descreva uma área onde você identificou uma lacuna de conhecimento e como você a preencheu","Describe an area where you identified a knowledge gap and how you filled it",sim,stay-updated-payments-fintech,"Como Me Mantive Constantemente Atualizado em Payments/Fintech e Explorei Novas Áreas Criando Sistema Estruturado de Aprendizado com PoCs",45,"Case do LP correto (learn_and_be_curious); Conceito alinhado (+5)"
learn_and_be_curious,NORMAL,"Como você explora novas possibilidades mesmo quando está ocupado com o dia a dia?","How do you explore new possibilities even when busy with day-to-day?",sim,olibano-blockchain-exploration,"Prototipagem de Solução de Pagamentos com Blockchain Após Especialização",50,"Case do LP correto (learn_and_be_curious); 1 keyword presente"
learn_and_be_curious,NORMAL,"Conte sobre quando você aplicou aprendizados de uma área completamente diferente ao seu trabalho","Tell me about when you applied learnings from a completely different area to your work",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Aplicação de Conceitos de Harvard para Lançar Novos Produtos Digitais em Saúde"" (score 40/100). Case do LP correto (learn_and_be_curious)"
hire_and_develop_the_best,ALTA,"Como você abordou o desenvolvimento de um membro da equipe que estava com baixo desempenho?","How did you approach developing a team member who was underperforming?",sim,unimed-underperformer-development,"Desenvolvimento de um Analista de Baixo Desempenho Através de Realocação e Ownership",60,"Case do LP correto (hire_and_develop_the_best); 1 keyword presente; Título muito alinhado com pergunta"
hire_and_develop_the_best,NORMAL,"Me fale sobre como você desenvolve pessoas","Tell me about how you develop people",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Mentoria de 30+ Gerentes de Projeto e Criação de uma Comunidade de Prática"" (score 40/100). Case do LP correto (hire_and_develop_the_best)"
hire_and_develop_the_best,NORMAL,"Conte sobre uma contratação excepcional que você fez","Tell me about an exceptional hire you made",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Mentoria de 30+ Gerentes de Projeto e Criação de uma Comunidade de Prática"" (score 40/100). Case do LP correto (hire_and_develop_the_best)"
hire_and_develop_the_best,NORMAL,"Como você identifica talentos?","How do you identify talent?",sim,bradesco-talent-pipeline-creation,"Criação de Pipeline de Talentos Ágeis e Elevação dos Padrões de Contratação no InovaBra",50,"Case do LP correto (hire_and_develop_the_best); Título muito alinhado com pergunta"
hire_and_develop_the_best,NORMAL,"Descreva uma situação onde você ajudou alguém a crescer","Describe a situation where you helped someone grow",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Mentoria de 30+ Gerentes de Projeto e Criação de uma Comunidade de Prática"" (score 40/100). Case do LP correto (hire_and_develop_the_best)"
hire_and_develop_the_best,NORMAL,"Me dê um exemplo de quando você teve que dar feedback difícil","Give me an example of when you had to give difficult feedback",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Mentoria de 30+ Gerentes de Projeto e Criação de uma Comunidade de Prática"" (score 40/100). Case do LP correto (hire_and_develop_the_best)"
hire_and_develop_the_best,NORMAL,"Conte sobre quando você recebeu feedback negativo - como você respondeu?","Tell me about when you received negative feedback - how did you respond?",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Mentoria de 30+ Gerentes de Projeto e Criação de uma Comunidade de Prática"" (score 40/100). Case do LP correto (hire_and_develop_the_best)"
hire_and_develop_the_best,NORMAL,"Descreva uma vez que você melhorou moral e produtividade da sua equipe","Describe a time you improved your team's morale and productivity",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Mentoria de 30+ Gerentes de Projeto e Criação de uma Comunidade de Prática"" (score 40/100). Case do LP correto (hire_and_develop_the_best)"
hire_and_develop_the_best,NORMAL,"Me fale sobre alguém que você mentorou - qual foi o impacto?","Tell me about someone you mentored - what was the impact?",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Mentoria de 30+ Gerentes de Projeto e Criação de uma Comunidade de Prática"" (score 40/100). Case do LP correto (hire_and_develop_the_best)"
hire_and_develop_the_best,NORMAL,"Como você reconhece talento excepcional e os move pela organização?","How do you recognize exceptional talent and move them through the organization?",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Mentoria de 30+ Gerentes de Projeto e Criação de uma Comunidade de Prática"" (score 40/100). Case do LP correto (hire_and_develop_the_best)"
hire_and_develop_the_best,NORMAL,"Conte sobre quando você teve que tomar uma decisão difícil sobre performance de alguém","Tell me about when you had to make a difficult decision about someone's performance",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Mentoria de 30+ Gerentes de Projeto e Criação de uma Comunidade de Prática"" (score 40/100). Case do LP correto (hire_and_develop_the_best)"
insist_on_highest_standards,ALTA,"Como você garante que a equipe mantenha padrões elevados mesmo com prazo apertado?","How do you ensure the team maintains high standards even with tight deadlines?",sim,sefaz-pmo-governance,"Elevei o Padrao do PMO da SEFAZ com Foco em Valor ao Cidadao",60,"Case do LP correto (insist_on_highest_standards); Contexto de liderança/equipe alinhado"
insist_on_highest_standards,NORMAL,"Conte sobre uma vez que você elevou a barra de qualidade","Tell me about a time you raised the quality bar",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Estabelecimento de Padrão 'Zero Data Loss' em Migração de US$ 5.2B"" (score 40/100). Case do LP correto (insist_on_highest_standards)"
insist_on_highest_standards,NORMAL,"Me fale sobre quando você não aceitou um trabalho medíocre","Tell me about when you didn't accept mediocre work",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Estabelecimento de Padrão 'Zero Data Loss' em Migração de US$ 5.2B"" (score 40/100). Case do LP correto (insist_on_highest_standards)"
insist_on_highest_standards,NORMAL,"Como você define padrões para sua equipe?","How do you set standards for your team?",sim,sefaz-pmo-governance,"Elevei o Padrao do PMO da SEFAZ com Foco em Valor ao Cidadao",60,"Case do LP correto (insist_on_highest_standards); Contexto de liderança/equipe alinhado"
insist_on_highest_standards,NORMAL,"Descreva uma situação onde você teve que refazer algo para atingir excelência","Describe a situation where you had to redo something to achieve excellence",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Estabelecimento de Padrão 'Zero Data Loss' em Migração de US$ 5.2B"" (score 40/100). Case do LP correto (insist_on_highest_standards)"
insist_on_highest_standards,NORMAL,"Me dê um exemplo de quando você implementou um processo de qualidade","Give me an example of when you implemented a quality process",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Estabelecimento de Padrão 'Zero Data Loss' em Migração de US$ 5.2B"" (score 40/100). Case do LP correto (insist_on_highest_standards)"
insist_on_highest_standards,NORMAL,"Conte sobre quando você não apenas atingiu uma meta, mas excedeu consideravelmente - como?","Tell me about when you didn't just meet a goal, but exceeded it considerably - how?",sim,sicredi-payment-sla,"Redesenhei o Gateway SICREDI para 99.99% de Disponibilidade",45,"Case do LP correto (insist_on_highest_standards); Conceito alinhado (+5)"
insist_on_highest_standards,NORMAL,"Descreva um projeto que você gostaria de ter feito melhor - o que faria diferente hoje?","Describe a project you wish you had done better - what would you do differently today?",sim,hsbc-zero-defects,"Estabelecimento de Padrão 'Zero Data Loss' em Migração de US$ 5.2B",60,"Case do LP correto (insist_on_highest_standards); Projeto de grande escala"
insist_on_highest_standards,NORMAL,"Me fale sobre uma vez que você teve que escolher entre velocidade e qualidade","Tell me about a time you had to choose between speed and quality",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Estabelecimento de Padrão 'Zero Data Loss' em Migração de US$ 5.2B"" (score 40/100). Case do LP correto (insist_on_highest_standards)"
insist_on_highest_standards,NORMAL,"Como você garante que defeitos não passam para frente e problemas ficam resolvidos?","How do you ensure defects don't pass forward and problems stay solved?",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Estabelecimento de Padrão 'Zero Data Loss' em Migração de US$ 5.2B"" (score 40/100). Case do LP correto (insist_on_highest_standards)"
insist_on_highest_standards,NORMAL,"Conte sobre quando você estabeleceu um novo padrão que outros achavam impossível de atingir","Tell me about when you established a new standard others thought was impossible to achieve",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Estabelecimento de Padrão 'Zero Data Loss' em Migração de US$ 5.2B"" (score 40/100). Case do LP correto (insist_on_highest_standards)"
think_big,ALTA,"Conte sobre um momento onde você propôs uma ideia ousada mas que trouxe grandes resultados","Tell me about a time you proposed a bold idea that brought great results",sim,unimed-ecosystem-transformation,"Liderança da Iniciativa para Transformar a Unimed de uma Seguradora para um Ecossistema de Saúde Digital",50,"Case do LP correto (think_big); 1 keyword presente"
think_big,NORMAL,"Conte sobre uma visão ambiciosa que você teve","Tell me about an ambitious vision you had",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Transformação do Modelo de Rollout no Brasil que foi Adotado Globalmente pela Huawei"" (score 40/100). Case do LP correto (think_big)"
think_big,NORMAL,"Me fale sobre um projeto que mudou o jogo","Tell me about a game-changing project",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Transformação do Modelo de Rollout no Brasil que foi Adotado Globalmente pela Huawei"" (score 40/100). Case do LP correto (think_big)"
think_big,NORMAL,"Como você inspira outros com ideias grandes?","How do you inspire others with big ideas?",sim,unimed-ecosystem-transformation,"Liderança da Iniciativa para Transformar a Unimed de uma Seguradora para um Ecossistema de Saúde Digital",50,"Case do LP correto (think_big); 1 keyword presente"
think_big,NORMAL,"Descreva uma situação onde você pensou além do óbvio","Describe a situation where you thought beyond the obvious",sim,unimed-ecosystem-transformation,"Liderança da Iniciativa para Transformar a Unimed de uma Seguradora para um Ecossistema de Saúde Digital",45,"Case do LP correto (think_big); Conceito alinhado (+5)"
think_big,NORMAL,"Me dê um exemplo de quando você propôs algo que parecia impossível","Give me an example of when you proposed something that seemed impossible",sim,unimed-ecosystem-transformation,"Liderança da Iniciativa para Transformar a Unimed de uma Seguradora para um Ecossistema de Saúde Digital",50,"Case do LP correto (think_big); 1 keyword presente"
think_big,NORMAL,"Conte sobre sua maior conquista profissional - por que ela foi significativa?","Tell me about your biggest professional achievement - why was it significant?",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Transformação do Modelo de Rollout no Brasil que foi Adotado Globalmente pela Huawei"" (score 40/100). Case do LP correto (think_big)"
think_big,NORMAL,"Descreva uma vez que você propôs uma solução não-intuitiva para um problema","Describe a time you proposed a non-intuitive solution to a problem",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Transformação do Modelo de Rollout no Brasil que foi Adotado Globalmente pela Huawei"" (score 40/100). Case do LP correto (think_big)"
think_big,NORMAL,"Me fale sobre quando você teve que vender uma ideia ousada para liderança sênior","Tell me about when you had to sell a bold idea to senior leadership",sim,unimed-ecosystem-transformation,"Liderança da Iniciativa para Transformar a Unimed de uma Seguradora para um Ecossistema de Saúde Digital",70,"Case do LP correto (think_big); 1 keyword presente; Contexto de liderança/equipe alinhado"
think_big,NORMAL,"Como você cria e comunica uma direção ousada que inspira resultados?","How do you create and communicate a bold direction that inspires results?",sim,unimed-ecosystem-transformation,"Liderança da Iniciativa para Transformar a Unimed de uma Seguradora para um Ecossistema de Saúde Digital",50,"Case do LP correto (think_big); 1 keyword presente"
think_big,NORMAL,"Conte sobre quando você pensou grande mas teve que adaptar a escala - como você fez?","Tell me about when you thought big but had to adapt the scale - how did you do it?",não,,"",40,"Nenhum case adequado. Melhor disponível: ""Transformação do Modelo de Rollout no Brasil que foi Adotado Globalmente pela Huawei"" (score 40/100). Case do LP correto (think_big)"
